0	35	0	0.13821138211382114	0.030303030303030304	1	MA49
1	36	1	0.15447154471544716	0.030303030303030304	1	MA50
2	37	2	0.0975609756097561	0.030303030303030304	1	MA51
3	41	3	0.10569105691056911	0.030303030303030304	1	MA52
4	62	4	0.08943089430894309	0.030303030303030304	1	MA54
5	38	5	0.18699186991869918	0.030303030303030304	1	MA56
6	33	6	0.12195121951219512	0.030303030303030304	1	MA57
7	39	7	0.0975609756097561	0.030303030303030304	1	MA59
8	39	8	0.08130081300813008	0.030303030303030304	1	MA61
9	61	9	0.13008130081300814	0.030303030303030304	1	MA62
10	34	10	0.10569105691056911	0.030303030303030304	1	MA63
11	38	11	0.17073170731707318	0.030303030303030304	1	MA65
12	59	12	0.056910569105691054	0.030303030303030304	1	MA66
13	33	13	0.17886178861788618	0.030303030303030304	1	MA72
14	42	14	0.024390243902439025	0.030303030303030304	1	PA10
15	57	15	0.04878048780487805	0.030303030303030304	1	PA11
16	63	16	0.3170731707317073	0.030303030303030304	1	PA12
17	43	17	0.07317073170731707	0.030303030303030304	1	PA13
18	50	18	0.08943089430894309	0.030303030303030304	1	PA14
19	47	19	0.11382113821138211	0.030303030303030304	1	PA16
20	48	20	0.056910569105691054	0.030303030303030304	1	PA17
21	42	21	0.032520325203252036	0.030303030303030304	1	PA18
22	53	22	0.13008130081300814	0.030303030303030304	1	PA19
23	53	23	0.14634146341463414	0.030303030303030304	1	PA1
24	44	24	0.07317073170731707	0.030303030303030304	1	PA20
25	55	25	0.024390243902439025	0.030303030303030304	1	PA23
26	56	26	0.5203252032520326	0.030303030303030304	1	PA24
27	46	27	0.06504065040650407	0.030303030303030304	1	PA2
28	47	28	0.07317073170731707	0.030303030303030304	1	PA3
29	43	29	0.04065040650406504	0.030303030303030304	1	PA5
30	48	30	0.056910569105691054	0.030303030303030304	1	PA6
31	52	31	0.032520325203252036	0.030303030303030304	1	PA7
32	44	32	0.032520325203252036	0.030303030303030304	1	PA8
33	34	33	0.17073170731707318	0.06060606060606061	0	33
34	35	34	0.13008130081300814	0.09090909090909091	0	34
35	36	35	0.13821138211382114	0.12121212121212122	0	35
36	37	36	0.2032520325203252	0.15151515151515152	0	36
37	60	37	0.2682926829268293	0.18181818181818182	0	37
38	40	38	0.08943089430894309	0.06060606060606061	0	38
39	40	39	0.032520325203252036	0.06060606060606061	0	39
40	41	40	0.12195121951219512	0.12121212121212122	0	40
41	58	41	0.06504065040650407	0.15151515151515152	0	41
42	46	42	0.016260162601626018	0.06060606060606061	0	42
43	45	43	0.04878048780487805	0.06060606060606061	0	43
44	45	44	0.008130081300813009	0.06060606060606061	0	44
45	46	45	0.008130081300813009	0.12121212121212122	0	45
46	51	46	0.016260162601626018	0.21212121212121213	0	46
47	49	47	0.024390243902439025	0.06060606060606061	0	47
48	49	48	0.008130081300813009	0.06060606060606061	0	48
49	50	49	0.08943089430894309	0.12121212121212122	0	49
50	51	50	0.008130081300813009	0.15151515151515152	0	50
51	52	51	0.016260162601626018	0.36363636363636365	0	51
52	54	52	0.016260162601626018	0.3939393939393939	0	52
53	54	53	0.032520325203252036	0.06060606060606061	0	53
54	55	54	0.016260162601626018	0.45454545454545453	0	54
55	56	55	0.13008130081300814	0.48484848484848486	0	55
56	57	56	0.17073170731707318	0.5151515151515151	0	56
57	58	57	0.3008130081300813	0.5454545454545454	0	57
58	59	58	0.08943089430894309	0.696969696969697	0	58
59	60	59	0.08943089430894309	0.7272727272727273	0	59
60	61	60	0.11382113821138211	0.9090909090909091	0	60
61	62	61	0.17073170731707318	0.9393939393939394	0	61
62	63	62	1.0	0.9696969696969697	0	62
63	64	63	0.0	1.0	0	63
64	65	64	0.25203252032520324	1.0	0	64
65	-1	65	0.25203252032520324	1.0	0	diploid
